Gene_ID	A.Priori.Candidate.Gene.Pathway	chr_v4	start_v4	end_v4	RefGen_v4.Annotated.Gene.Function..raw.	Gene.Name	functional.annotation	B73_dark_control	B73_light_control	B73_light_dark	b97_dark_control	b97_light_control	b97_light_dark	Ki11_dark_control	Ki11_light_control	Ki11_light_dark	M37W_dark_control	M37W_light_control	M37W_light_dark	MS71_dark_control	MS71_light_control	MS71_light_dark	NC358_dark_control	NC358_light_control	NC358_light_dark	OH7B_dark_control	OH7B_light_control	OH7B_light_dark
Zm00001d006387	Tocochromanol Pathway	2	206364249	206367453	Homogentisate phytyltransferase 1 chloroplastic	hggt2	homogentisate phytyltransferase	0.423823732864915	0.31687141785286	0.915692253623858	NA	NA	NA	0.0902554219932926	0.0855299108631837	0.990990155395678	1	0.53878339439244	0.53878339781035	0.334684027162079	0.314925742626749	0.995761347640495	0.472379313690426	0.999998426398499	0.472969304175028	0.566355931485357	0.41597127821843	0.911846775385226
Zm00001d006657	Tocochromanol Pathway	2	213698948	213714990	Homogentisate solanesyltransferase chloroplastic	pds2	homogentisate prenyltransferase	0.979026692400027	0.943428298068616	0.865334498673685	0.706317611923759	0.93711869372974	0.534099368607911	0.672541882841164	0.886782443274787	0.450202822202346	0.845078363639874	0.0540862303593549	0.0449622501375796	0.80676542341908	0.946798284475976	0.654898156336952	0.411107215603823	0.640065737229355	0.832672895202812	0.0351876081473609	0.935863270446586	0.0388272282573473
Zm00001d006678	Prenyl Group Synthesis	2	214097373	214099059	 ggps1;geranylgeranyl pyrophosphate synthase1: part of multigene family encoding geranylgeranyl diphosphate synthase	ggps1	geranylgeranyl pyrophosphate synthase	0.204618475172227	0.155141756681554	0.943171360641364	0.532360192423768	0.934089010557684	0.688652563893504	0.99686872889805	0.722630188038042	0.683493412678702	0.708883715104095	0.353396538227544	0.662685310891661	0.292172734779459	0.22768167658032	0.958042115239073	0.988997454320358	0.978400034656031	0.938944979373068	0.213450562770294	0.212134234663004	0.999942427245295
Zm00001d006778		2	216443683	216448352	vte7; alpha-beta hydrolase	vte7	alpha/beta-Hydrolases superfamily protein	0.406923314917766	0.197392214851207	0.72233998836035	0.925327210690375	0.944128037881604	0.998389774802369	0.999824452102988	0.827528196029179	0.836144411341094	0.431015431829572	0.484417214465333	0.138623300007609	0.912280709966567	0.990917080860677	0.956048434108803	0.176166294237918	0.475410403416634	0.446122590372899	0.962940492600532	0.950412518532421	0.844574875113436
Zm00001d006900	Chorismate/Tyrosine Synthesis	2	219013866	219017858	Phospho-2-dehydro-3-deoxyheptonate aldolase 2 chloroplastic	dhs2-c	Class-II DAHP synthetase family protein	0.499692128468364	0.986584476863739	0.571723327092778	0.353351582985895	0.197041482930179	0.691567815696975	0.320168742956644	0.78244966180992	0.592591421990387	0.71597158702148	0.921635351863357	0.522940020970422	0.51873601590461	0.949225574489433	0.669754816646267	0.221910516669749	0.941765316987075	0.274725860279656	0.448269790970553	0.492824301214994	0.993719091130951
Zm00001d007462	Tryosine Degradation	2	232247283	232255516	 tat1;tyrosine aminotransferase homolog1:	tat1	Tyrosine transaminase family protein	0.995796866709662	0.472633341348374	0.510361298818742	1	0	0	1	0.00379874958748294	0.00379874886219211	0.449336618695391	0.519204656655764	0.153503824675304	0.538781022419949	1	0.538781025837695	NA	NA	NA	0.525480719265289	0.177704073491658	0.518467075246403
Zm00001d008203	3,8-divinyl-chlorophyllide biosynthesis I (aerobic, light-dependent)	8	1019559	1026656	 prpo1;protoporphyrinogen IX oxidase1: Ortholog of Arabidopsis PPOX/ PPO1. protoporphyrinogen oxidase. (A. Barkan, 2015)complements E coli mutant; recombinant protein has protoporphyrinogen oxidase activity (DeMarco et al 2000)	prpo1	Flavin containing amine oxidoreductase family	0.950050988893108	0.807266263999774	0.939864687279827	0.817328777586056	0.902614281984547	0.979552512769244	0.16530893558472	0.573458859576358	0.342109322790791	0.618890190528054	0.912074039566149	0.815956774835486	0.768560779038815	0.229529219109598	0.377137367760795	0.477856565279929	0.814839254202756	0.270839065512788	0.0911449379232084	0.215086017689625	0.589083196539978
Zm00001d008230	3,8-divinyl-chlorophyllide biosynthesis I (aerobic, light-dependent)	8	2034108	2036318	Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase chloroplastic	crd1-b	dicarboxylate diiron protein, putative (Crd1)	0.861302700564328	0.984080217165597	0.930058385446796	0.619366270563585	0.421602216933264	0.868831148454046	0.321744772453698	0.883470150004844	0.457014177998616	0.628734119324056	0.108304216700176	0.184426156256486	0.953629696239777	0.990749586288969	0.984877911086685	0.861052063090918	0.307570096567851	0.452442100260718	0.620595395884281	0.643191393841538	0.99889616570956
Zm00001d008370	Prenyl Group Synthesis	8	6617307	6618398	Putative geranylgeranyl pyrophosphate synthase 3  	ggps3	Terpenoid synthases superfamily protein	0.702272618228899	0.686901425358354	0.999515125343764	NA	NA	NA	NA	NA	NA	0.685974602048822	0.999388542461887	0.703236619791889	NA	NA	NA	0.999980662138217	0.999197288785227	0.999426951499246	NA	NA	NA
Zm00001d008427	IPP Synthesis	8	8429852	8436838	 dxr2;deoxy xylulose reductoisomerase2:	dxr2	1-deoxy-D-xylulose 5-phosphate reductoisomerase	0.722786469560979	0.757939736875165	0.997059435389848	0.783269624716025	0.0496747621416953	0.0632185512428328	0.980842498063002	0.963339559204463	0.996946938864251	0.99036148844501	0.922654120399717	0.965295303279776	0.434888266539842	0.430340090996783	0.999924120919409	0.180420534070473	0.958649154012083	0.229322099332632	0.220971061401994	0.261993537311056	0.97976129615438
Zm00001d009987	Tocochromanol Pathway	8	93548283	93551747	Ubiquinone biosynthesis protein ubiB  	abc1k3-c	Protein kinase superfamily protein	0.344719347511744	0.311418675331089	0.0795734878375429	0.997144134411363	0.313207398890477	0.298198752112256	0.662486532152543	0.398225273656899	0.833182933962971	0.691821203346047	0.753689711731182	0.394987965188301	0.589200589992965	0.942068829176387	0.758934954353857	0.147801298661651	0.0429616250651167	0.156638254858292	0.288294107692594	0.998127756754519	0.303818937407651
Zm00001d010190	Chorismate/Tyrosine Synthesis	8	103456053	103460657	 got5;glutamate-oxaloacetate transaminase5: putative aspartate transaminase; plastidial (Huang et al 2013);	got5	aspartate aminotransferase	0.278044670086603	0.598076793963372	0.144919036262226	0.188230224762129	0.412773561837826	0.0856502836122462	0.39064375675826	0.998103346351918	0.411881608939036	0.827639937829762	0.79020322811994	0.514934354539022	0.98072093644645	0.889486323115802	0.804802432247131	0.163917787844437	0.768959706365336	0.254380173622266	0.585886463796352	0.394817594998508	0.18822983095151
Zm00001d010240	chlorophyll degradation	8	105682069	105684075	alpha/beta-Hydrolases superfamily protein	abh	alpha/beta-Hydrolases superfamily protein	0.986266533966538	0.354665910843124	0.317414605253298	0.480306733693443	0.790971226338081	0.293196335185915	0.168219563048516	0.154187724183026	0.986046632841784	0.523324456111057	0.620154583210305	0.249354523320811	0.998756467997254	0.21447775047011	0.205839861353312	0.885208869631111	0.838635984475467	0.594902165241599	0.952308541724859	0.981222583865768	0.992855694183644
Zm00001d010274	IPP Synthesis	8	106962806	106966802	 ippi3;isopentenyl pyrophosphate isomerase3: part of multigene family encoding isopentenyl pyrophosphate isomerase	ippi3	isopentenyl diphosphate isomerase	0.999780628290556	0.962364407345581	0.967659125164212	0.0695778621548617	0.85821067673247	0.0864036544072149	NA	NA	NA	0.694579943158822	0.333363128401087	0.701603198107711	0.189789277220221	0.224200696079466	0.958997014090267	0.0277206805927229	0.203527411275749	0.0603532000170047	0.0753411457161772	0.605588167567104	0.0511182171509521
Zm00001d011387	3,8-divinyl-chlorophyllide biosynthesis I (aerobic, light-dependent)	8	149262980	149266214	Uroporphyrinogen decarboxylase 1 chloroplastic	heme1	Uroporphyrinogen decarboxylase	0.791863100406067	0.574521405082929	0.891585347031332	0.0611368596819485	0.310318733854756	0.144828092062494	0.990503293439523	0.964698336537999	0.991431940231771	0.00797960122835739	0.0192285353032965	0.223227906632184	0.170421147223869	0.432628932696917	0.598929891417787	0.261835240811345	0.238953681854045	0.988886221468479	0.254776767567363	0.0573778735329009	0.153882498181904
Zm00001d011756	Prenyl Group Synthesis	8	160818522	160825421	Protein VTE6 chloroplastic	vte6	Protein of unknown function DUF92, transmembrane	0.911527506958094	0.772329281734953	0.56129138137586	0.181688419371417	0.171993014572419	0.994818639289972	0.717441364222919	0.761784834492589	0.415782007850682	0.910628483764442	0.356462481519786	0.484514597522896	0.891943348976422	0.807682251727628	0.589057475011329	0.989388087170916	0.211371837659029	0.194547780098196	0.882652621491845	0.639665164237673	0.869982048084014
Zm00001d011819	chlorophyll cycle	8	162062147	162065473	Chlorophyllide a oxygenase chloroplastic	cao-c	Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain	0.551569318270134	0.557533648415755	0.999911500186332	0.863016217655277	0.798679102712419	0.990247358051556	0.856438146108162	0.276768908224263	0.406419648048694	0.994409820193527	0.800304716371191	0.751953747734468	0.987162517503913	0.979427881884338	0.99904628166659	0.00318490172490393	0.150761319999841	0.00172588450145406	0.124413103435592	0.868275517695737	0.190104597462873
Zm00001d012197	IPP Synthesis	8	169924646	169928100	 dmes2;diphosphocytidyl methyl erythritol synthase2:	dmes2	Nucleotide-diphospho-sugar transferases superfamily protein	NA	NA	NA	0.830444810757697	0.767620637731423	0.990383364278011	0.0446477628521836	0.974746283614684	0.0477564085463348	0.398345480877927	0.987292644356421	0.445360578774778	0.842058274924301	0.971210783081358	0.725459956622737	0.982877555505211	0.973312457218559	0.998871761094065	0.306243964362946	0.0680004523194141	0.171354424622425
Zm00001d012674	Chorismate/Tyrosine Synthesis	8	178397389	178409967	 cmu1;chorismate mutase1: function largely predicted; protein heterodimerizes with fungal chorismate mutase	cmu1-b	chorismate mutase	0.0223446062377977	0.00265667311391771	0.00832325287384061	0.88643434913361	0.496111442293148	0.702419472705301	7.99582590146342e-05	0.000367009736889634	0.0100930162843494	0.180661493106709	0.652001082491998	0.337506330515552	0.597309000762503	0.893121991104052	0.832074054062347	0.238326808005205	0.260186322360328	0.994603829948594	0.576723596442631	0.832228648439203	0.874690099988416
Zm00001d013013	3,8-divinyl-chlorophyllide biosynthesis I (aerobic, light-dependent)	5	3206170	3213965	Magnesium-chelatase subunit ChlD chloroplastic	chld	ALBINA	0.592394708833923	0.974403349242683	0.491739066040569	0.528554405317632	0.955972150465393	0.65204867811115	0.332420470707914	0.883080743646018	0.513283416095735	0.530574744432295	0.482338947823366	0.167396374224931	0.592543519599778	0.771128858106656	0.936349791656746	0.943877453396708	0.986492475022704	0.883428152768045	0.472979639108285	0.712213632568863	0.877615795928157
Zm00001d013618	Chorismate/Tyrosine Synthesis	5	15623823	15627865	Phospho-2-dehydro-3-deoxyheptonate aldolase 2 chloroplastic	dhs2-e	Class-II DAHP synthetase family protein	1.29873889420651e-12	1.48572935032565e-06	0.00040828088716971	0.370675959836705	0.935240702317322	0.480015397669813	0.758709446818388	0.450706633551494	0.809673833502969	0.356542291579186	0.91759028943736	0.478107861372488	0.0692759382817413	0.24438731187477	0.215309188976813	0.579612982922496	0.988955178727969	0.521979401952231	0.713988603180669	0.288944562814416	0.601835436644036
Zm00001d013651	chlorophyll cycle	5	16205069	16210643	Chlorophyll(ide) b reductase NOL chloroplastic	nol	NYC1-like	0.0292053435055771	0.091124741305281	0.128105341471324	0.440938047413975	0.280178623567829	0.813742704840469	0.279165149378395	0.110050299738418	0.39445152216043	0.792620331890076	0.711837237807418	0.4030547319337	0.997869840523804	0.12041777987256	0.116886585651484	0.815504994615847	0.933993193308672	0.95775055950333	0.238760263677862	0.675315326693602	0.455143698217461
Zm00001d013915	tetrapyrrole biosynthesis I (from glutamate)	5	24682234	24685218	Glutamyl-tRNA reductase 1 chloroplastic	hema1-b	Glutamyl-tRNA reductase family protein	NA	NA	NA	0.66459070730783	0.387461647247037	0.205581445649878	0.623296926607843	0.995192335296104	0.666031682843324	0.987378540330545	0.363704810552975	0.316949618549034	0.980897926543193	0.955542775900649	0.9943157894661	0.38039036825236	0.912375256859017	0.548994594930613	0.990447645595959	0.77622605689496	0.707931893977076
Zm00001d013937	3,8-divinyl-chlorophyllide biosynthesis I (aerobic, light-dependent)	5	25431430	25434346	Protochlorophyllide reductase C chloroplastic	por2	protochlorophyllide oxidoreductase A	0.163727422605628	0.0237426370419408	0.0547806446198709	0.214626517918675	0.926577318986438	0.272850422662864	0.401608033581656	0.955579603925591	0.49709150335674	0.0457028752046684	0.129966694706583	0.202579987764157	0.755027883789395	0.953088138122898	0.615191537605034	0.653084107632925	0.98037342786555	0.569251428906447	0.143013095836674	0.0953698316059597	0.865083752506606
Zm00001d014715	tetrapyrrole biosynthesis I (from glutamate)	5	60297071	60301044	Delta-aminolevulinic acid dehydratase 1 chloroplastic	hemb1	Aldolase superfamily protein	0.959898798233286	0.288043038591082	0.369026485907248	0.0730142206187662	0.0921719073465721	0.0217905396951	0.00535076172316518	0.618850703269132	0.00609581116703817	0.567956614991032	0.9629063571617	0.451597098838562	0.215638951448958	0.995544459350769	0.199506219842746	0.115827535872213	0.321042959341189	0.053282954532886	0.183447174741933	0.368508217381821	0.73464667529488
Zm00001d014734	Chorismate/Tyrosine Synthesis	5	61099110	61100192	Arogenate dehydrogenase 1 chloroplastic	arodeH2	prephenate dehydrogenase family protein	0.555940798101453	0.143091104048611	0.387000413335181	0.919055878739267	0.531396709164347	0.396081526015525	0.807926992935343	0.775667976056649	0.997750502805257	0.808948030942627	0.983573157079103	0.719999815557324	0.665662432826681	0.412407087659861	0.848718842227973	0.997781829725203	0.947929943539127	0.92621207616789	0.237785027321657	0.994249010575631	0.223092299970625
Zm00001d014737	Chorismate/Tyrosine Synthesis	5	61117986	61119432	Arogenate dehydrogenase 1 chloroplastic	arodeH2-b	prephenate dehydrogenase family protein	0.0139613249654557	0.0170336284673472	0.604335316979338	0.993990506191593	0.406352463780375	0.446369709798301	0.110962260488252	0.585615678082541	0.201380017746285	0.658763449549108	0.966722209352516	0.777705456474776	0.981141589419044	0.255300030678348	0.216723337192171	0.0549642901721618	0.802358578268175	0.0697588366181531	0.0218579168249934	0.0130464389471261	0.198488475248095
Zm00001d015094	Prenyl Group Synthesis	5	75259001	75273721	Alkaline/neutral invertase CINV2	invb	cytosolic invertase	0.0836225013125379	0.867115917327387	0.0586951487925501	0.972912247521945	0.726888943894921	0.833814286609994	0.0992099289344474	0.0367339530998267	0.00875018153679441	0.229468406333806	0.932727104971807	0.289941429908739	NA	NA	NA	0.941209714213071	0.313993759655469	0.251082705692849	0.120948269266791	0.322294938067936	0.55125696587415
Zm00001d015205	Prenyl Group Synthesis	5	79250420	79253647	Pheophytinase chloroplastic	pheophytinase	pheophytinase	0.603657146836362	0.247224309561274	0.622367106043391	0.689737666799069	0.88218173475061	0.48276102788546	0.652308305590052	0.954452695277605	0.526754732032036	0.0609345259105681	0.333356521025024	0.136649872459193	0.802088255813224	0.574437686045453	0.882540969944809	0.511670373308354	0.908011066505685	0.349751089653835	0.397791031863717	0.6064626164644	0.88358463939078
Zm00001d015205	chlorophyll degradation	5	79250420	79253647	Pheophytinase chloroplastic	pph	pheophytinase	0.603657146836362	0.247224309561274	0.622367106043391	0.689737666799069	0.88218173475061	0.48276102788546	0.652308305590052	0.954452695277605	0.526754732032036	0.0609345259105681	0.333356521025024	0.136649872459193	0.802088255813224	0.574437686045453	0.882540969944809	0.511670373308354	0.908011066505685	0.349751089653835	0.397791031863717	0.6064626164644	0.88358463939078
Zm00001d015356	Tryosine Degradation	5	86084655	86086755	 hppd1;4-hydroxyphenylpyruvate dioxygenase 1:	hppd1	phytoene desaturation	0.464438603314278	0.144817132066286	0.472002939556349	0.962564219107692	0.99783209370978	0.97781872065877	0.191224506784239	0.72315247973197	0.392956260023654	0.937671189585432	0.940472450385279	0.999962272668236	0.357475486734025	0.129887623391328	0.390325557800814	0.175256900572012	0.542654989918226	0.388943874600157	0.855362454188448	0.783150001345005	0.988099254297502
Zm00001d015366	tetrapyrrole biosynthesis I (from glutamate)	5	86475220	86478975	Porphobilinogen deaminase chloroplastic	hemc-b	hydroxymethylbilane synthase	NA	NA	NA	0.0337360822173605	0.0957221978893035	0.161344980761546	0.972653173118168	0.941277120144011	0.851694780734962	0.923258586966653	0.850320578841942	0.983028143574208	0.78996347684086	0.938036735192511	0.937176918041931	0.99204140165376	0.273950153566052	0.296929381496942	0.0577386896137111	0.819114664890993	0.0883044796176219
Zm00001d015509	Chorismate/Tyrosine Synthesis	5	94540334	94543558	 cmu2;chorismate mutase2: enzyme activity from protein raised in E coli	cmu2-b	chorismate mutase	0.957866108924672	0.85089972564428	0.959762224609117	0.0524632384368482	0.0164011950325545	0.0756507136572501	0.999807321795615	0.988243669952276	0.98509734290617	NA	NA	NA	0.653882272635032	0.833231269861302	0.392267511578063	0.975180587108132	0.369068409508979	0.431182311090021	0.589004859882284	0.90322364681499	0.794377544104575
Zm00001d015985	Tocochromanol Pathway	5	136805708	136822194	Probable tocopherol cyclase%2C chloroplastic  	vte1	tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)	0.493877769145713	0.466108385658036	0.997632854080845	0.973498278345814	0.52753425592718	0.634532086942172	0.698730637693526	0.931016394341477	0.519522439283297	0.97959962711278	0.2168534892274	0.257186362124892	0.80878471495025	0.988836382846707	0.740316036940217	0.504822690193537	0.514156268361359	0.999756027692798	0.632280074347296	0.542928904617167	0.981665039859194
Zm00001d016441	Tryosine Degradation	5	162429370	162433900	Tyrosine aminotransferase	tat	Tyrosine transaminase family protein	NA	NA	NA	0.977035493837613	0.780602314571589	0.879486977943004	0.657663453806711	0.784642622680955	0.361421159658613	0.972183083496152	0.998520737847959	0.983211235994646	0.762760716156621	0.622888786668	0.960628397781427	0.852293029521478	0.243715382963572	0.400794073216792	0.237910729818016	0.46467394771781	0.756842603453027
Zm00001d017139	IPP Synthesis	5	186706299	186712746	 hds1;hydroxymethylbutenyl diphosphate synthase1:	hds1	4-hydroxy-3-methylbut-2-enyl diphosphate synthase	NA	NA	NA	0.999400534012842	0.423932337946095	0.411543852278549	0.103927139366409	0.235208291832235	0.436890583184021	0.330930480620895	0.72630575644989	0.604000801871877	0.929731700811051	0.324724650026316	0.45254890592627	0.0827009881908819	0.0821607294103706	0.999856934917241	0.999795609103222	0.589088558168782	0.59852740703349
Zm00001d017608	IPP Synthesis	5	201460778	201462840	 mecs2;methyl erythritol cyclodiphosphate synthase2:	mecs2	isoprenoid F	0.392835963743422	0.077038192398295	0.168659012444395	0.318066440359316	0.907204641563466	0.43246216772472	0.889623375233072	0.729443969697354	0.943227394330994	0.662048780755147	0.830788417994662	0.942729836363989	NA	NA	NA	0.792558553197112	0.689206338455902	0.974950380951991	0.593670399107183	0.822316521279165	0.344811630920057
Zm00001d017746	Tocochromanol Pathway	5	205825586	205829216	Tocopherol O-methyltransferase chloroplastic	vte4	gamma-tocopherol methyltransferase	0.903976383430925	0.531778679526001	0.36084966644285	0.854506111728309	0.999224425200879	0.83752345863942	0.999157752116408	0.885258864027389	0.868558833749244	0.146041908770512	0.99968349122094	0.14422989317002	0.330113330941688	0.199187793803011	0.746735297699699	0.461370972168402	0.414485811618475	0.162905997732113	0.0970856388453949	0.0727550754686822	0.915963519970941
Zm00001d018034	Prenyl Group Synthesis	5	212543656	212546035	 ggh1;geranylgeranyl hydrogenase1:	ggh1	Pyridine nucleotide-disulphide oxidoreductase family protein	0.501022527484418	0.0821151619014804	0.153596775207085	0.435492861548048	0.120302615897751	0.289183726492396	0.284947726848697	0.100421088873968	0.334323550271645	0.558095844961432	0.998859393265007	0.539703085957586	0.421986111332735	0.235619574918067	0.714158622331836	0.00210388288451913	0.0311789321271098	0.00873504872243691	0.108299670757824	0.334467632129882	0.469367528710355
Zm00001d018034	3,8-divinyl-chlorophyllide biosynthesis I (aerobic, light-dependent)	5	212543656	212546035	 ggh1;geranylgeranyl hydrogenase1:	ggh1	Pyridine nucleotide-disulphide oxidoreductase family protein	0.501022527484418	0.0821151619014804	0.153596775207085	0.435492861548048	0.120302615897751	0.289183726492396	0.284947726848697	0.100421088873968	0.334323550271645	0.558095844961432	0.998859393265007	0.539703085957586	0.421986111332735	0.235619574918067	0.714158622331836	0.00210388288451913	0.0311789321271098	0.00873504872243691	0.108299670757824	0.334467632129882	0.469367528710355
Zm00001d018061	Chorismate/Tyrosine Synthesis	5	213495789	213498656	Shikimate kinase  	sk1-c	shikimate kinase	0.178610881519673	0.686775623887797	0.389273909473815	0.122122020102945	0.136061212205372	0.989739414232486	0.160863106041543	0.7899325774095	0.290123623706167	0.931964730322664	0.954431702347738	0.997407934849396	0.949497841371936	0.948664924585019	0.999996011128467	0.425885022613664	0.0473506238181356	0.0304306313309303	NA	NA	NA
Zm00001d019060	IPP Synthesis	7	14494700	14497925	 dxs2;deoxy xylulose synthase 2: root specific; function inferred from sequence and expression pattern comparison with Medicago trunculata genes	dxs2	Deoxyxylulose-5-phosphate synthase	0.984302636192907	0.984697654552224	0.940341300567269	0.798295802622077	0.718133779620668	0.984830277805586	0.211331536724135	0.984010111004541	0.182489869955114	0.614060599380479	0.294121136124711	0.711456042858229	0.0833803500266302	0.268887927027757	0.424190832177448	0.0498132495884797	0.252582884993615	0.0171032590255328	0.493947083312732	0.908265999392738	0.699921639808836
Zm00001d019365	Tryosine Degradation	7	29973892	29976259	phytoene desaturation 1	hpd1	phytoene desaturation	NA	NA	NA	0.754095755503425	0.176359052117638	0.341427894127794	0.047924382096076	0.230994742040669	0.125966717641461	0.556261827618562	0.94450019303436	0.418097993106554	0.454985704681391	0.51569917257161	0.98440783439931	0.0867213904009435	0.229507223756671	0.333069273802959	0.74677409922777	0.997579725254335	0.714933782330711
Zm00001d019758	chlorophyll degradation	7	56865812	56867212	 chph1;chlorophyllase1: encodes a chlorophyllase	chph1-b	chlorophyllase	NA	NA	NA	0.538784426612665	1	0.538784430030645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
